Claim_Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault, Vechile_registration_present , Incident_details_present , Injury_details_present , TP_type_insd_pass_back , TP_type_insd_pass_front , TP_type_driver , TP_type_pass_back , TP_type_pass_front , TP_type_bike , TP_type_cyclist , TP_type_pass_multi , TP_type_pedestrian , TP_type_other , TP_type_nk , TP_injury_whiplash , TP_injury_traumatic , TP_injury_fatality , TP_injury_unclear , TP_injury_nk , TP_region_eastang , TP_region_eastmid , TP_region_london , TP_region_north , TP_region_northw , TP_region_outerldn , TP_region_scotland , TP_region_southe , TP_region_southw , TP_region_wales , TP_region_westmid , TP_region_yorkshire ,Incurred,Capped_Incurred
746,2006-05-08,Other,LD003,Head on collision,0,68,Minor Road,WET,N,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,866.79,866.79
747,2006-05-11,Other,LD003,Head on collision,13,118,Minor Road,N/K,n/k,12,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1054.59,1054.59
748,2006-05-13,Other,LD003,Head on collision,2,244,Minor Road,NORMAL,N,18,Y,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,85.30,85.30
749,2006-05-14,Other,LD003,Head on collision,1,171,Main Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   ,26026.94,26026.94
750,2006-05-17,Other,LD003,Head on collision,2,39,Minor Road,NORMAL,N,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1442.95,1442.95
751,2006-05-18,PH,LD003,Head on collision,20,18,Other,N/K,n/k,0,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1245.00,1245.00
752,2006-05-18,Other,LD003,Head on collision,12,70,Minor Road,NORMAL,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,9542.10,9542.10
753,2006-05-19,Other,LD003,Head on collision,19,271,Other,N/K,n/k,0,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,9600.14,9600.14
754,2006-05-21,Other,LD003,Head on collision,1,357,Minor Road,WET,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,8507.66,8507.66
755,2006-05-23,Other,LD003,Head on collision,1,90,Main Road,NORMAL,N,18,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,20859.31,20859.31
756,2006-05-24,Other,LD003,Head on collision,0,160,Minor Road,NORMAL,N,15,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,85.30,85.30
757,2006-05-25,Other,LD003,Head on collision,8,19,Main Road,NORMAL,Y,9,Other,n/k, 1 , 1 , 1 , -   , -   , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   ,5561.50,5561.50
758,2006-05-25,Other,LD003,Head on collision,6,22,Minor Road,NORMAL,N,19,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,85.30,85.30
759,2006-05-27,Other,LD003,Head on collision,6,269,Minor Road,WET,Y,14,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,417.39,417.39
760,2006-05-27,Other,LD003,Head on collision,0,56,Main Road,WET,N,13,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   ,77.12,77.12
761,2006-05-28,TP,LD003,Head on collision,2,1,Main Road,N/K,n/k,10,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,12495.72,12495.72
762,2006-05-29,Other,LD003,Head on collision,7,37,Main Road,NORMAL,N,22,Other,n/k, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
763,2006-06-01,Other,LD003,Head on collision,1,88,Main Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   ,10061.25,10061.25
764,2006-06-02,Other,LD003,Head on collision,1,70,Main Road,NORMAL,N,21,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,16928.84,16928.84
765,2006-06-02,Other,LD003,Head on collision,13,83,Other,N/K,Y,0,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
766,2006-06-02,Other,LD003,Head on collision,13,297,Minor Road,NORMAL,N,16,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   ,7666.49,7666.49
767,2006-06-05,Other,LD003,Head on collision,0,18,Minor Road,NORMAL,Y,15,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   ,1024.10,1024.10
768,2006-06-06,Other,LD003,Head on collision,1,69,Minor Road,NORMAL,N,21,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,3634.65,3634.65
769,2006-06-08,Other,LD003,Head on collision,0,255,Main Road,NORMAL,N,12,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,84.89,84.89
770,2006-06-08,PH,LD003,Head on collision,0,291,Minor Road,NORMAL,N,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,2631.33,2631.33
771,2006-06-09,Other,LD003,Head on collision,3,64,Main Road,NORMAL,Y,19,Y,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,361.23,361.23
772,2006-06-09,Other,LD003,Head on collision,0,196,Minor Road,NORMAL,Y,8,Other,n/k, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,1132.93,1132.93
773,2006-06-11,Other,LD003,Head on collision,1,132,Minor Road,NORMAL,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
774,2006-06-12,Other,LD003,Head on collision,0,94,Minor Road,NORMAL,N,9,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1877.37,1877.37
775,2006-06-16,Other,LD003,Head on collision,4,73,Minor Road,NORMAL,Y,15,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,710.70,710.70
776,2006-06-16,Other,LD003,Head on collision,5,15,Minor Road,NORMAL,Y,13,Other,n/k, 1 , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,2333.48,2333.48
777,2006-06-17,Other,LD003,Head on collision,0,359,Main Road,NORMAL,N,11,Other,n/k, 1 , 1 , -   , -   , -   , 1 , 2 , 1 , -   , -   , -   , -   , -   , 1 , 3 , -   , -   , 2 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   ,42324.76,42324.76
778,2006-06-18,Other,LD003,Head on collision,3,294,Minor Road,N/K,N,13,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , 2 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   ,22167.47,22167.47
779,2006-06-21,Other,LD003,Head on collision,2,73,Minor Road,NORMAL,N,13,Other,n/k, 1 , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 3 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   ,12572.10,12572.10
780,2006-06-22,Other,LD003,Head on collision,12,86,Minor Road,NORMAL,Y,15,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,777.97,777.97
781,2006-06-24,PH,LD003,Head on collision,2,32,Minor Road,NORMAL,N,15,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,2237.10,2237.10
782,2006-06-24,Other,LD003,Head on collision,2,95,Main Road,NORMAL,Y,22,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,207.71,207.71
783,2006-06-25,PH,LD003,Head on collision,1,27,Minor Road,NORMAL,Y,15,Other,n/k, 1 , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,0.00,0.00
784,2006-06-25,Other,LD003,Head on collision,1,165,Minor Road,NORMAL,Y,12,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
785,2006-06-26,Other,LD003,Head on collision,0,248,Minor Road,WET,N,16,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,626.73,626.73
786,2006-06-26,PH,LD003,Head on collision,0,362,Main Road,WET,N,8,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1379.94,1379.94
787,2006-06-27,Other,LD003,Head on collision,1,128,Main Road,NORMAL,N,17,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   ,55089.29,50000.00
788,2006-06-27,PH,LD003,Head on collision,2,327,Main Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1859.68,1859.68
789,2006-06-27,Other,LD003,Head on collision,0,55,Minor Road,NORMAL,N,7,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1655.16,1655.16
790,2006-06-30,Other,LD003,Head on collision,4,45,Main Road,NORMAL,Y,23,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,1749.02,1749.02
791,2006-06-30,Other,LD003,Head on collision,1,3,Minor Road,NORMAL,N,21,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,1287.23,1287.23
792,2006-07-02,Other,LD003,Head on collision,1,145,Not Applicable,NORMAL,N,9,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,10061.22,10061.22
793,2006-07-03,Other,LD003,Head on collision,0,93,Main Road,NORMAL,Y,8,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,172.41,172.41
794,2006-07-07,Other,LD003,Head on collision,1,364,Minor Road,NORMAL,Y,11,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7189.10,7189.10
795,2006-07-07,Other,LD003,Head on collision,0,343,Minor Road,WET,Y,15,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,923.37,923.37
796,2006-07-09,Other,LD003,Head on collision,1,164,Minor Road,NORMAL,N,16,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1630.40,1630.40
797,2006-07-09,Other,LD003,Head on collision,1,38,Minor Road,WET,N,14,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,481.21,481.21
798,2006-07-10,Other,LD003,Head on collision,1,110,Main Road,WET,Y,18,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1827.04,1827.04
799,2006-07-10,Other,LD003,Head on collision,1,343,Minor Road,NORMAL,Y,18,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   ,17429.99,17429.99
800,2006-07-10,Other,LD003,Head on collision,1,159,Not Applicable,N/A,Y,18,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,25891.97,25891.97
801,2006-07-12,Other,LD003,Head on collision,6,40,Minor Road,NORMAL,Y,14,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
802,2006-07-12,Other,LD003,Head on collision,0,68,Car Park,NORMAL,N,17,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,3231.07,3231.07
803,2006-07-16,Other,LD003,Head on collision,1,102,Main Road,NORMAL,Y,12,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,72.25,72.25
804,2006-07-16,Other,LD003,Head on collision,1,217,Minor Road,NORMAL,N,9,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,76.95,76.95
805,2006-07-18,Other,LD003,Head on collision,1,59,Minor Road,NORMAL,N,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,6355.54,6355.54
806,2006-07-19,Other,LD003,Head on collision,0,317,Minor Road,NORMAL,N,14,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,72.25,72.25
807,2006-07-20,Other,LD003,Head on collision,0,290,Minor Road,NORMAL,Y,12,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,3106.77,3106.77
808,2006-07-20,Other,LD003,Head on collision,1,263,Main Road,NORMAL,N,21,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3446.57,3446.57
809,2006-07-22,Other,LD003,Head on collision,2,45,Main Road,NORMAL,Y,0,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4145.99,4145.99
810,2006-07-23,Other,LD003,Head on collision,1,23,Minor Road,NORMAL,N,1,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,39011.65,39011.65
811,2006-07-23,Other,LD003,Head on collision,9,86,Minor Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,3307.76,3307.76
812,2006-07-26,Other,LD003,Head on collision,0,127,Minor Road,NORMAL,N,17,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24173.99,24173.99
813,2006-07-26,Other,LD003,Head on collision,0,158,Minor Road,NORMAL,Y,12,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,72.25,72.25
814,2006-07-27,Other,LD003,Head on collision,89,67,Main Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
815,2006-07-29,Other,LD003,Head on collision,0,112,Minor Road,NORMAL,Y,14,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,29254.56,29254.56
816,2006-07-29,Other,LD003,Head on collision,2,297,Minor Road,NORMAL,N,16,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,4430.43,4430.43
817,2006-07-30,Other,LD003,Head on collision,3,70,Minor Road,NORMAL,Y,14,Y,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
818,2006-07-30,Other,LD003,Head on collision,1,52,Minor Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,279.94,279.94
819,2006-07-30,PH,LD003,Head on collision,1,101,Minor Road,NORMAL,Y,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,752.57,752.57
820,2006-07-31,Other,LD003,Head on collision,0,91,Main Road,NORMAL,N,18,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,135.46,135.46
821,2006-08-01,NamedDriver,LD003,Head on collision,0,165,Minor Road,NORMAL,N,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,590.14,590.14
822,2006-08-02,Other,LD003,Head on collision,1,342,Main Road,NORMAL,N,23,Other,n/k, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,84.82,84.82
823,2006-08-04,PH,LD003,Head on collision,0,3,Not Applicable,NORMAL,N,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,84.82,84.82
824,2006-08-05,Other,LD003,Head on collision,2,193,Minor Road,NORMAL,N,18,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,870.22,870.22
